area,location,rooms,bathrooms,garage,age,quality,renovated,price
1015.0,Suburb,4,1.1,2.0,35.0,7,1,308400
1392.0,Suburb,4,1.1,3.0,61.0,5,1,267800
1116.0,Suburb,2,1.1,,12.0,5,0,269300
1270.0,Downtown,5,1.6,1.0,7.0,8,1,435700
2446.0,Rural,7,2.9,2.0,32.0,4,1,377400
1269.0,Waterfront,3,1.3,2.0,85.0,5,0,542500
1529.0,Suburb,5,1.9,1.0,44.0,5,0,315900
1243.0,Suburb,5,1.0,3.0,45.0,6,1,327300
1372.0,Rural,3,1.2,1.0,9.0,6,0,242600
1342.0,Downtown,6,,2.0,29.0,7,0,393600
1546.0,Suburb,4,2.2,1.0,61.0,7,1,318600
1945.0,Waterfront,6,2.2,2.0,35.0,5,1,761400
2269.0,Downtown,6,2.4,1.0,7.0,6,1,516300
1479.0,Downtown,5,2.2,1.0,28.0,6,1,423000
1618.0,Suburb,5,1.7,2.0,42.0,7,0,373000
927.0,Suburb,2,1.8,3.0,26.0,9,1,308700
1302.0,Suburb,6,1.3,2.0,14.0,7,1,379100
1810.0,Downtown,5,1.7,2.0,49.0,5,0,394500
1767.0,Rural,5,1.9,2.0,20.0,6,0,306700
1433.0,Downtown,5,1.5,2.0,37.0,6,0,373300
1779.0,Waterfront,7,1.7,3.0,28.0,6,1,790200
1567.0,Downtown,6,2.7,2.0,20.0,7,1,466600
1967.0,Downtown,5,,3.0,91.0,3,1,416600
1469.0,Suburb,5,1.8,3.0,18.0,7,0,375800
1195.0,Downtown,2,1.2,1.0,29.0,5,1,276900
1491.0,Suburb,5,1.5,1.0,28.0,6,0,336600
524.0,Downtown,1,,2.0,32.0,8,1,310800
1514.0,Suburb,4,1.1,1.0,87.0,4,0,262500
417.0,Downtown,1,1.0,2.0,42.0,6,1,195500
772.0,Suburb,3,1.0,3.0,19.0,7,0,284100
1548.0,Downtown,5,2.2,1.0,70.0,6,0,380400
1561.0,Suburb,6,1.6,3.0,47.0,4,0,318500
923.0,Downtown,3,1.2,2.0,20.0,8,1,349000
1066.0,Rural,4,1.2,4.0,63.0,6,0,197600
2077.0,Rural,6,2.8,1.0,9.0,6,1,363500
1147.0,Downtown,5,1.0,2.0,11.0,6,0,369100
2746.0,Downtown,8,3.3,1.0,6.0,6,0,586400
1339.0,Downtown,5,1.4,1.0,4.0,4,0,373800
1526.0,Downtown,6,2.0,3.0,61.0,6,0,375900
2247.0,Suburb,7,2.2,,32.0,6,0,476300
1397.0,Suburb,5,1.6,3.0,7.0,7,0,389600
972.0,Waterfront,1,,1.0,27.0,7,0,559900
1293.0,Rural,4,1.1,3.0,51.0,8,0,253700
1324.0,Downtown,5,1.0,1.0,15.0,6,0,401200
865.0,Downtown,3,1.0,1.0,22.0,5,0,290800
1234.0,Downtown,3,1.4,2.0,94.0,4,1,295700
1056.0,Downtown,3,1.0,2.0,23.0,9,0,399600
1800.0,Suburb,4,1.9,2.0,7.0,7,0,405100
1354.0,Downtown,5,1.0,3.0,18.0,5,0,415400
1224.0,Downtown,3,1.2,3.0,6.0,8,0,431200
1295.0,Downtown,5,1.8,3.0,44.0,8,0,397900
1439.0,Suburb,5,1.8,1.0,14.0,4,0,323700
1632.0,Downtown,5,1.8,3.0,13.0,5,0,435700
973.0,Waterfront,3,1.2,4.0,99.0,6,1,497600
960.0,Suburb,3,1.0,2.0,10.0,4,1,261600
1907.0,Suburb,6,2.7,1.0,8.0,6,0,434500
1174.0,Suburb,3,2.0,1.0,,7,0,308500
851.0,Suburb,3,1.0,2.0,52.0,4,0,214200
1544.0,Suburb,4,2.6,4.0,40.0,7,0,366700
1554.0,Suburb,4,1.5,2.0,18.0,8,1,365000
821.0,Suburb,2,1.0,2.0,17.0,6,0,275200
1441.0,Suburb,4,1.4,1.0,38.0,6,0,320800
1695.0,Downtown,5,1.8,1.0,33.0,5,1,441800
1510.0,Suburb,4,2.5,3.0,25.0,7,1,377600
1640.0,Suburb,6,1.7,2.0,41.0,5,0,344500
,Suburb,3,1.0,4.0,11.0,6,1,278400
1489.0,Waterfront,5,1.3,3.0,14.0,6,1,717700
1216.0,Suburb,4,1.8,3.0,43.0,8,1,337300
1148.0,Rural,4,1.6,2.0,35.0,5,0,233700
1770.0,Suburb,6,1.8,1.0,29.0,6,1,391400
2150.0,Suburb,7,1.7,1.0,97.0,5,0,400800
2378.0,Suburb,8,2.2,1.0,47.0,7,0,470200
2040.0,Downtown,5,2.9,3.0,19.0,6,0,480700
1293.0,Downtown,3,1.7,2.0,15.0,5,0,347700
1499.0,Suburb,5,1.7,3.0,36.0,5,0,350400
1712.0,Downtown,5,2.6,2.0,60.0,7,0,401800
1392.0,Downtown,5,2.2,2.0,5.0,5,0,416800
1397.0,Rural,4,1.5,1.0,34.0,5,1,261300
1743.0,Suburb,6,1.9,2.0,22.0,8,0,429900
1314.0,Downtown,3,1.3,2.0,32.0,6,0,346300
1061.0,Downtown,3,1.1,3.0,8.0,7,1,394800
1173.0,Rural,3,1.0,1.0,60.0,5,0,200300
1641.0,Waterfront,5,1.3,2.0,71.0,6,1,643900
1341.0,Suburb,3,1.0,3.0,44.0,6,0,308600
1493.0,Downtown,5,2.0,2.0,81.0,8,0,389200
1660.0,Suburb,4,1.3,3.0,21.0,8,0,384300
1188.0,Suburb,3,2.0,2.0,34.0,8,0,331300
1706.0,Rural,6,1.6,4.0,45.0,5,1,312700
1512.0,Suburb,5,2.3,2.0,36.0,5,0,359200
902.0,Rural,2,1.0,3.0,23.0,7,0,219200
2125.0,Suburb,6,,2.0,25.0,9,0,469700
1141.0,Rural,3,,1.0,67.0,8,1,216100
789.0,Suburb,1,1.4,1.0,27.0,6,0,235600
959.0,Suburb,3,1.0,3.0,58.0,7,1,244300
966.0,Suburb,3,1.0,1.0,26.0,7,1,293500
1362.0,Suburb,5,1.2,3.0,58.0,6,0,324400
1227.0,Rural,4,1.3,2.0,30.0,6,1,245100
1203.0,Suburb,4,1.4,3.0,42.0,6,1,295700
1633.0,Waterfront,5,1.7,2.0,16.0,5,0,711800
1493.0,Suburb,4,1.0,1.0,34.0,5,0,344700
1482.0,Suburb,4,1.4,2.0,17.0,5,0,358800
1527.0,Suburb,4,1.9,,20.0,4,1,345600
1631.0,Downtown,5,1.7,1.0,22.0,6,0,461500
682.0,Rural,2,1.0,4.0,25.0,6,0,231000
1192.0,Downtown,4,1.0,1.0,54.0,7,1,332700
667.0,Suburb,4,1.0,1.0,20.0,7,0,251600
1355.0,Downtown,3,2.0,2.0,31.0,8,0,413200
1337.0,Rural,4,1.1,3.0,58.0,8,1,244100
1872.0,Waterfront,5,2.3,0.0,42.0,5,1,744800
1959.0,Rural,6,2.2,3.0,6.0,5,0,338500
1429.0,Suburb,4,1.7,1.0,8.0,7,0,368800
1141.0,Suburb,4,1.0,2.0,37.0,8,1,310100
1564.0,Downtown,5,1.6,1.0,19.0,8,0,421700
1131.0,Waterfront,3,1.3,4.0,7.0,7,1,616800
1339.0,Downtown,4,1.3,2.0,18.0,3,0,379300
1836.0,Waterfront,5,2.2,1.0,38.0,7,1,785800
1120.0,Rural,3,1.4,2.0,22.0,7,1,257100
,Rural,5,2.7,2.0,29.0,8,0,325600
1664.0,Rural,5,1.9,2.0,23.0,8,0,278400
987.0,Suburb,3,1.0,2.0,,7,1,291900
1829.0,Suburb,6,2.4,2.0,33.0,6,1,399800
1675.0,Suburb,5,1.8,1.0,6.0,5,0,357400
1384.0,Downtown,3,2.2,2.0,14.0,7,0,375900
1049.0,Rural,4,1.7,2.0,47.0,5,0,191100
1017.0,Suburb,3,1.0,1.0,8.0,8,0,314700
1128.0,Rural,4,1.5,3.0,28.0,4,0,221600
1593.0,Rural,6,1.6,2.0,20.0,7,0,313700
987.0,Downtown,3,1.1,2.0,19.0,6,0,372200
1541.0,Downtown,4,1.9,3.0,50.0,6,1,413700
900.0,Suburb,3,1.4,1.0,57.0,5,1,234100
1255.0,Downtown,4,1.7,1.0,12.0,3,1,385600
1387.0,Suburb,4,1.6,3.0,25.0,5,1,310300
2929.0,Rural,9,4.1,3.0,4.0,6,0,433700
862.0,Rural,3,1.0,4.0,48.0,7,0,191500
2145.0,Suburb,7,1.8,2.0,27.0,6,0,453500
1405.0,Rural,4,1.1,2.0,7.0,7,0,283300
1528.0,Suburb,4,2.2,3.0,15.0,4,1,338200
1391.0,Waterfront,5,1.5,3.0,11.0,7,1,701300
1544.0,Rural,4,1.8,2.0,14.0,3,1,247300
1275.0,Rural,4,1.2,3.0,5.0,9,0,273800
2133.0,Downtown,7,2.2,,67.0,6,0,494700
1157.0,Rural,2,1.0,2.0,12.0,2,1,206300
1924.0,Suburb,6,2.3,1.0,28.0,5,0,427800
1090.0,Suburb,4,1.2,2.0,,5,0,261600
1314.0,Suburb,5,1.6,2.0,57.0,5,1,310500
950.0,Suburb,3,,1.0,29.0,5,1,269300
1549.0,Downtown,3,1.6,1.0,23.0,5,0,405100
2127.0,Downtown,8,1.9,2.0,30.0,5,0,493100
1307.0,Rural,4,1.0,2.0,12.0,4,1,261600
1258.0,Suburb,3,2.5,2.0,12.0,7,1,363600
,Waterfront,2,1.6,2.0,22.0,8,0,572500
1245.0,Rural,4,1.9,2.0,3.0,6,1,281700
805.0,Suburb,3,1.0,2.0,16.0,6,0,264600
1000.0,Rural,3,1.1,1.0,19.0,4,1,193800
1440.0,Suburb,5,1.3,3.0,88.0,6,0,309200
2043.0,Suburb,5,1.8,2.0,62.0,7,1,422800
3291.0,Waterfront,10,3.5,2.0,37.0,7,1,1071700
1110.0,Waterfront,2,1.7,2.0,49.0,6,0,557800
2120.0,Downtown,6,2.6,1.0,12.0,7,0,490900
1448.0,Rural,6,1.3,2.0,30.0,5,1,239100
1276.0,Downtown,5,1.3,2.0,45.0,8,0,374000
1538.0,Waterfront,5,2.0,2.0,12.0,6,1,751000
1366.0,Suburb,4,1.3,3.0,8.0,8,0,362400
1388.0,Downtown,4,1.6,2.0,35.0,7,0,417600
1175.0,Rural,4,1.4,3.0,9.0,9,1,283700
856.0,Suburb,2,1.1,3.0,40.0,7,0,261100
817.0,Downtown,2,1.0,4.0,56.0,6,1,283300
1651.0,Rural,6,1.6,2.0,13.0,5,0,308100
1226.0,Rural,3,1.2,2.0,14.0,5,0,224500
1107.0,Suburb,3,1.0,2.0,55.0,7,0,277200
1343.0,Rural,4,1.0,3.0,29.0,6,0,246600
1727.0,Downtown,6,1.9,1.0,50.0,6,1,410300
1419.0,Suburb,4,1.9,1.0,23.0,7,0,350500
1086.0,Suburb,3,1.0,3.0,24.0,6,0,296300
1983.0,Downtown,7,2.3,1.0,28.0,8,1,527500
2220.0,Suburb,8,2.7,2.0,77.0,5,0,406400
1569.0,Waterfront,5,1.1,1.0,48.0,8,0,704000
1829.0,Rural,6,1.9,3.0,16.0,7,1,340900
1993.0,Suburb,7,2.8,3.0,32.0,8,1,483900
1923.0,Suburb,6,2.3,2.0,22.0,8,0,432500
1630.0,Rural,4,1.2,3.0,,6,1,292200
1622.0,Rural,5,2.0,2.0,39.0,6,0,291600
1582.0,Downtown,6,1.5,4.0,34.0,9,0,452700
943.0,Suburb,3,1.3,3.0,13.0,5,0,291800
1676.0,Downtown,5,1.6,1.0,28.0,7,1,485800
868.0,Downtown,2,1.0,2.0,18.0,5,0,280400
1039.0,Suburb,3,1.0,2.0,37.0,3,1,279300
2033.0,Suburb,7,2.3,2.0,18.0,5,0,418200
1753.0,Rural,5,1.7,1.0,24.0,7,0,325500
2156.0,Rural,7,2.3,2.0,19.0,8,1,388300
1228.0,Suburb,4,1.0,1.0,6.0,7,1,351900
926.0,Suburb,2,1.2,0.0,75.0,7,0,224900
1240.0,Downtown,4,1.4,2.0,28.0,7,0,369800
1384.0,Downtown,5,1.0,1.0,76.0,5,1,313700
1374.0,Downtown,5,1.9,1.0,29.0,7,0,394600
1925.0,Waterfront,5,2.1,0.0,44.0,7,0,742100
1193.0,Downtown,3,1.4,1.0,17.0,5,0,349000
1499.0,Rural,5,1.9,2.0,17.0,7,1,276900
976.0,Suburb,3,1.2,1.0,27.0,6,0,273900
1547.0,Suburb,6,2.1,2.0,76.0,5,0,337200
1341.0,Rural,6,1.4,3.0,13.0,6,0,289300
1054.0,Waterfront,5,1.5,2.0,4.0,8,0,666700
1242.0,Downtown,3,1.4,3.0,54.0,8,0,414500
1263.0,Rural,4,,,46.0,6,0,230800
1229.0,Downtown,4,1.5,1.0,20.0,6,0,362500
2361.0,Rural,8,3.1,2.0,95.0,5,0,301100
1298.0,Downtown,4,1.7,3.0,98.0,8,0,329300
1239.0,Suburb,5,1.2,2.0,5.0,7,1,386800
685.0,Rural,2,1.0,1.0,16.0,7,0,187400
1006.0,Rural,3,1.1,2.0,27.0,3,0,167900
1231.0,Rural,3,1.1,1.0,37.0,6,0,239400
1075.0,Suburb,4,1.0,1.0,33.0,6,0,289600
2084.0,Rural,6,1.6,1.0,28.0,8,1,364400
1271.0,Suburb,4,1.0,2.0,12.0,5,1,320200
2023.0,Downtown,6,2.9,2.0,40.0,6,1,464700
1366.0,Downtown,4,1.3,3.0,41.0,7,0,380500
1355.0,Downtown,4,2.2,1.0,52.0,5,1,364300
1302.0,Downtown,5,1.6,1.0,10.0,5,0,375600
1341.0,Suburb,4,1.5,,24.0,6,0,338400
2322.0,Downtown,6,2.1,1.0,19.0,9,0,545900
638.0,Suburb,2,1.0,2.0,10.0,7,0,265800
706.0,Downtown,2,1.4,1.0,23.0,7,0,294800
1126.0,Rural,3,,2.0,12.0,6,0,232800
1346.0,Suburb,3,1.6,3.0,9.0,8,1,377400
1670.0,Suburb,5,1.5,1.0,46.0,4,1,329200
1558.0,Suburb,5,1.4,3.0,20.0,9,0,411900
1184.0,Waterfront,2,1.0,2.0,16.0,9,0,688600
1856.0,Waterfront,6,2.5,1.0,60.0,7,0,747900
1862.0,Suburb,7,2.6,1.0,42.0,8,1,392600
1421.0,Waterfront,4,1.6,1.0,4.0,6,0,660000
1823.0,Suburb,6,1.9,2.0,37.0,6,0,377600
1462.0,Rural,5,,2.0,37.0,5,0,247600
1119.0,Downtown,4,1.0,3.0,23.0,6,0,343800
1675.0,Downtown,6,1.9,1.0,22.0,7,0,463000
1388.0,Downtown,2,1.7,2.0,6.0,7,1,429700
1340.0,Rural,5,1.2,1.0,94.0,9,1,230200
2146.0,Downtown,7,2.2,1.0,23.0,7,1,531800
611.0,Downtown,4,1.0,2.0,35.0,4,0,254700
851.0,Suburb,2,1.4,2.0,24.0,8,0,284700
916.0,Waterfront,2,1.7,1.0,16.0,4,1,577400
1192.0,Suburb,4,1.4,2.0,48.0,5,0,270200
,Rural,4,1.3,1.0,31.0,6,0,236700
827.0,Downtown,3,1.0,2.0,24.0,6,1,291900
977.0,Rural,4,1.1,3.0,35.0,4,0,183800
1017.0,Downtown,3,1.0,2.0,26.0,5,0,289300
2941.0,Suburb,9,3.2,2.0,80.0,5,0,479800
2384.0,Suburb,8,2.8,2.0,47.0,8,0,485300
1174.0,Downtown,3,1.2,2.0,39.0,8,0,355000
1192.0,Suburb,3,1.3,2.0,7.0,4,0,296500
927.0,Suburb,4,1.0,2.0,40.0,7,0,269800
727.0,Downtown,3,1.0,2.0,39.0,7,1,332400
1290.0,Downtown,5,1.3,2.0,12.0,5,1,362000
973.0,Downtown,3,1.3,1.0,7.0,3,1,285000
1304.0,Downtown,3,,1.0,46.0,5,1,319700
803.0,Rural,2,1.4,3.0,50.0,5,0,174100
1050.0,Suburb,3,1.2,3.0,17.0,8,0,332000
1405.0,Downtown,4,1.8,2.0,17.0,6,0,410900
1506.0,Downtown,4,1.9,3.0,31.0,5,0,412800
1531.0,Rural,5,1.5,2.0,20.0,6,1,285700
878.0,Rural,2,1.0,2.0,7.0,4,0,190600
1761.0,Waterfront,5,1.6,1.0,12.0,7,1,817800
1037.0,Downtown,4,1.1,3.0,35.0,5,0,266900
1640.0,Suburb,4,2.1,3.0,13.0,5,0,377200
1335.0,Downtown,4,1.3,3.0,52.0,7,1,386000
862.0,Rural,3,1.2,4.0,39.0,8,0,248500
1211.0,Suburb,4,1.0,1.0,36.0,9,1,304700
1506.0,Suburb,5,1.5,1.0,30.0,5,1,333400
1630.0,Downtown,5,2.2,0.0,,5,1,395300
1280.0,Rural,5,1.4,3.0,43.0,7,1,232900
2187.0,Downtown,8,2.1,3.0,15.0,8,0,548400
1849.0,Rural,6,1.8,2.0,54.0,3,0,280700
1234.0,Downtown,3,1.0,1.0,72.0,6,1,338500
1703.0,Rural,5,1.5,2.0,31.0,6,0,282700
2487.0,Downtown,8,3.1,2.0,66.0,4,0,514000
2508.0,Suburb,7,2.6,3.0,12.0,5,0,492700
904.0,Rural,4,1.0,2.0,39.0,5,0,200400
996.0,Suburb,3,1.0,3.0,27.0,6,0,306000
2154.0,Downtown,7,1.8,2.0,47.0,8,1,508700
955.0,Suburb,4,1.5,3.0,4.0,6,0,327700
877.0,Suburb,3,1.2,3.0,45.0,7,0,246200
1146.0,Suburb,4,1.0,1.0,17.0,6,0,316400
1532.0,Downtown,5,1.5,3.0,28.0,5,0,421700
1296.0,Downtown,3,1.4,3.0,93.0,6,0,329600
1088.0,Suburb,3,1.0,2.0,40.0,7,1,275700
1079.0,Downtown,4,1.0,2.0,37.0,7,0,337700
1066.0,Downtown,3,1.1,3.0,35.0,6,0,338700
1011.0,Rural,4,1.3,1.0,57.0,5,0,194100
2780.0,Downtown,8,3.3,3.0,48.0,8,0,612100
1473.0,Waterfront,3,1.9,2.0,35.0,7,1,728600
1779.0,Rural,6,1.4,3.0,32.0,8,1,308300
1145.0,Suburb,4,1.3,2.0,31.0,5,1,292800
1262.0,Rural,4,1.3,1.0,26.0,5,1,214300
1066.0,Suburb,4,1.2,2.0,10.0,7,0,330000
573.0,Suburb,2,1.0,3.0,40.0,5,1,226500
862.0,Suburb,2,1.0,2.0,18.0,5,0,317100
750.0,Suburb,2,,2.0,24.0,7,1,285000
652.0,Downtown,2,1.1,1.0,,4,0,231700
914.0,Suburb,3,1.1,3.0,27.0,9,0,312400
2047.0,Downtown,6,1.8,3.0,25.0,6,0,483600
1321.0,Suburb,4,1.6,0.0,31.0,7,0,325800
2024.0,Suburb,6,2.1,4.0,22.0,6,0,443200
1528.0,Downtown,5,1.6,2.0,92.0,7,0,319900
1721.0,Downtown,5,1.6,2.0,84.0,6,1,391400
1004.0,Rural,3,1.3,2.0,83.0,7,0,188500
1584.0,Downtown,6,1.5,2.0,35.0,6,0,446300
1691.0,Downtown,5,1.5,2.0,17.0,6,0,435000
1114.0,Suburb,3,1.6,1.0,51.0,8,0,280000
1602.0,Waterfront,4,1.7,,22.0,6,0,705100
1605.0,Suburb,5,1.7,3.0,54.0,5,0,339300
1123.0,Suburb,4,1.5,1.0,16.0,4,0,283600
935.0,Rural,3,1.0,2.0,37.0,8,0,200000
,Suburb,3,1.0,2.0,59.0,5,0,229800
1377.0,Rural,5,1.6,1.0,23.0,9,0,278100
1487.0,Suburb,6,1.1,4.0,23.0,7,1,379100
1039.0,Rural,3,1.2,1.0,8.0,6,1,245400
1351.0,Suburb,3,1.2,1.0,17.0,6,0,314100
1608.0,Downtown,4,2.1,2.0,34.0,9,1,449900
1632.0,Downtown,5,2.0,1.0,38.0,3,1,392700
2201.0,Downtown,6,2.6,2.0,42.0,7,0,501600
2016.0,Suburb,6,1.7,2.0,5.0,6,0,484300
972.0,Waterfront,4,1.0,2.0,22.0,6,0,588700
2296.0,Rural,8,2.1,,9.0,7,0,368100
1130.0,Rural,4,1.2,,33.0,6,1,217000
1871.0,Suburb,7,1.3,3.0,6.0,7,1,426200
1369.0,Rural,4,1.0,2.0,11.0,6,0,253100
1174.0,Rural,3,1.7,2.0,47.0,4,0,213400
751.0,Downtown,3,1.0,3.0,18.0,6,1,292600
1268.0,Suburb,3,1.3,2.0,66.0,7,0,285700
813.0,Suburb,2,1.0,3.0,43.0,5,0,255900
1825.0,Downtown,6,1.6,3.0,23.0,9,0,485400
2176.0,Downtown,7,2.5,3.0,52.0,9,1,548100
1038.0,Suburb,3,1.0,3.0,25.0,7,1,279000
1475.0,Downtown,4,2.2,2.0,45.0,7,1,397200
1062.0,Downtown,3,1.1,2.0,16.0,6,1,334100
1095.0,Rural,4,1.2,2.0,54.0,8,0,231800
1716.0,Suburb,5,1.4,0.0,7.0,9,0,395300
1323.0,Rural,4,1.3,3.0,11.0,7,1,312300
2337.0,Downtown,6,2.7,2.0,13.0,6,1,516300
1148.0,Waterfront,3,1.1,3.0,18.0,6,0,654200
1844.0,Rural,6,1.9,2.0,35.0,7,0,329200
1382.0,Rural,5,1.6,3.0,28.0,7,1,285700
1728.0,Suburb,5,,1.0,46.0,6,0,366500
1161.0,Suburb,2,1.3,1.0,59.0,5,0,287700
1318.0,Suburb,4,1.9,0.0,6.0,8,0,401900
1291.0,Suburb,3,1.7,2.0,64.0,5,0,274800
1025.0,Rural,4,1.5,1.0,24.0,5,0,215600
1656.0,Downtown,5,1.6,1.0,82.0,4,0,333200
1649.0,Downtown,4,1.8,2.0,16.0,5,0,396600
1620.0,Rural,5,1.7,2.0,5.0,8,0,326100
2190.0,Downtown,8,2.6,1.0,43.0,8,0,524200
2130.0,Rural,7,2.6,4.0,41.0,7,0,333300
1188.0,Downtown,4,1.4,2.0,11.0,7,0,393000
1509.0,Suburb,5,2.0,1.0,12.0,6,0,369500
1097.0,Suburb,2,1.0,1.0,48.0,4,1,239200
1349.0,Suburb,3,1.8,2.0,36.0,9,1,347000
1106.0,Rural,2,1.6,2.0,22.0,8,0,252900
2249.0,Rural,8,2.7,3.0,39.0,7,1,399100
1505.0,Downtown,6,1.7,2.0,34.0,5,1,408100
1249.0,Suburb,4,1.6,3.0,14.0,6,0,349400
1962.0,Rural,6,1.9,2.0,50.0,6,1,302100
669.0,Downtown,1,1.0,2.0,44.0,6,0,248400
703.0,Downtown,2,1.0,3.0,28.0,6,0,298600
1728.0,Suburb,7,1.5,3.0,48.0,6,0,350300
1366.0,Rural,4,1.7,3.0,88.0,4,0,206500
1451.0,Suburb,4,1.2,2.0,12.0,9,1,399400
876.0,Downtown,2,1.0,2.0,23.0,6,1,314600
1330.0,Waterfront,5,1.5,0.0,24.0,7,0,665800
2543.0,Waterfront,8,2.6,2.0,47.0,6,0,884800
1744.0,Suburb,4,2.0,3.0,17.0,4,1,369400
1414.0,Suburb,4,,3.0,46.0,6,1,313400
1164.0,Waterfront,3,1.0,2.0,19.0,6,1,622600
1181.0,Suburb,4,1.5,3.0,11.0,7,0,363000
678.0,Rural,2,1.0,2.0,30.0,7,0,202000
1455.0,Suburb,4,2.4,1.0,19.0,7,0,355500
1756.0,Downtown,6,1.9,2.0,32.0,8,1,463900
809.0,Rural,3,1.0,1.0,37.0,8,1,201500
1084.0,Suburb,4,1.0,2.0,7.0,6,1,310300
925.0,Suburb,3,1.4,2.0,20.0,7,0,296300
983.0,Suburb,5,1.0,2.0,30.0,7,1,320500
1363.0,Rural,4,1.0,2.0,48.0,3,1,252200
687.0,Downtown,2,1.1,2.0,44.0,5,1,244200
1630.0,Rural,4,1.7,0.0,15.0,5,1,290300
1705.0,Downtown,5,2.1,2.0,25.0,7,0,459900
,Suburb,3,1.7,2.0,38.0,5,0,288200
606.0,Waterfront,2,1.0,1.0,24.0,6,0,462000
974.0,Rural,2,1.9,2.0,16.0,7,0,235600
1987.0,Rural,6,1.6,2.0,27.0,8,0,373500
551.0,Suburb,1,1.0,3.0,36.0,8,1,249500
1198.0,Suburb,3,1.2,1.0,13.0,4,0,276400
918.0,Suburb,3,1.8,2.0,41.0,4,0,241500
1733.0,Suburb,7,2.6,1.0,31.0,10,0,409600
1079.0,Suburb,3,1.6,2.0,42.0,7,1,299700
1524.0,Suburb,5,1.4,2.0,27.0,7,1,383600
1605.0,Suburb,5,1.5,2.0,80.0,6,0,306700
2411.0,Suburb,7,2.4,2.0,36.0,7,1,426600
1255.0,Suburb,3,1.1,2.0,45.0,3,1,276300
1511.0,Suburb,5,2.2,2.0,41.0,5,1,334600
833.0,Downtown,2,1.0,3.0,25.0,6,1,299100
1960.0,Suburb,8,2.1,2.0,33.0,6,0,405000
1050.0,Downtown,4,1.4,2.0,18.0,5,1,352000
1119.0,Rural,3,1.0,2.0,76.0,10,0,220700
1330.0,Downtown,4,1.5,2.0,38.0,6,1,392600
812.0,Rural,2,1.0,3.0,15.0,6,0,220300
1441.0,Downtown,5,1.5,2.0,65.0,7,0,366500
1825.0,Rural,5,1.8,2.0,26.0,7,1,314600
1471.0,Rural,4,1.4,2.0,50.0,6,1,258400
806.0,Waterfront,2,1.0,1.0,7.0,7,1,572600
1287.0,Rural,4,1.5,1.0,58.0,7,1,212000
1698.0,Rural,6,1.8,1.0,37.0,5,1,312300
734.0,Downtown,3,1.0,3.0,,6,0,322500
950.0,Suburb,3,1.0,0.0,37.0,6,1,253400
1773.0,Suburb,5,2.2,3.0,71.0,6,0,323600
1460.0,Rural,5,1.6,1.0,18.0,7,0,278300
1528.0,Rural,4,1.5,3.0,18.0,7,0,283700
2429.0,Suburb,6,2.4,0.0,24.0,8,0,484700
1556.0,Suburb,5,1.6,2.0,29.0,7,1,336100
1653.0,Suburb,4,2.5,3.0,52.0,6,1,356900
3189.0,Suburb,10,3.5,3.0,39.0,4,0,556000
1251.0,Suburb,4,1.0,2.0,24.0,7,1,330600
1038.0,Suburb,3,1.5,0.0,34.0,7,0,278200
1536.0,Rural,5,1.5,1.0,79.0,5,1,234300
1541.0,Downtown,5,1.8,3.0,43.0,7,0,444400
1132.0,Rural,4,1.0,2.0,26.0,7,0,232900
963.0,Suburb,3,1.5,2.0,24.0,7,1,283700
2805.0,Suburb,9,2.9,2.0,33.0,8,0,519300
1487.0,Suburb,4,2.1,1.0,51.0,7,0,326600
1060.0,Downtown,3,1.0,2.0,16.0,7,0,326500
1796.0,Suburb,7,1.9,2.0,47.0,6,0,398800
1293.0,Rural,4,1.9,2.0,26.0,7,0,260900
,Downtown,4,1.4,2.0,29.0,5,1,376400
1603.0,Downtown,5,2.6,1.0,119.0,8,0,387200
886.0,Suburb,3,1.0,2.0,44.0,4,1,222700
1499.0,Suburb,5,1.8,3.0,19.0,7,0,370800
2470.0,Downtown,8,3.4,2.0,37.0,7,0,589600
1555.0,Suburb,5,1.2,2.0,53.0,8,1,365000
1188.0,Suburb,4,1.0,3.0,44.0,5,1,303500
1139.0,Rural,4,1.0,2.0,4.0,6,1,268900
1175.0,Suburb,4,1.6,2.0,28.0,6,1,332400
1235.0,Suburb,4,1.0,2.0,38.0,7,1,327600
1187.0,Suburb,4,1.5,3.0,36.0,5,1,330200
1796.0,Downtown,5,2.2,2.0,20.0,7,1,472900
769.0,Suburb,2,1.6,2.0,45.0,3,0,216300
1765.0,Rural,5,2.3,1.0,58.0,5,0,267600
1186.0,Waterfront,2,1.4,3.0,7.0,4,1,648200
1511.0,Downtown,5,2.2,1.0,6.0,7,0,422700
934.0,Suburb,2,1.2,2.0,37.0,6,0,231100
2049.0,Suburb,6,2.1,4.0,47.0,7,0,442200
1995.0,Downtown,6,1.8,3.0,18.0,9,1,511800
1821.0,Rural,6,1.8,3.0,4.0,6,0,314300
825.0,Downtown,2,1.0,2.0,28.0,7,1,340700
1746.0,Rural,5,2.0,3.0,37.0,6,1,318500
1525.0,Suburb,5,1.0,2.0,23.0,6,1,354700
801.0,Downtown,2,1.0,2.0,54.0,8,0,231800
1329.0,Rural,4,1.5,4.0,35.0,9,1,296600
1505.0,Downtown,5,1.9,2.0,17.0,6,1,438000
1600.0,Rural,4,2.3,2.0,18.0,7,0,308000
1418.0,Rural,4,,1.0,29.0,7,1,278400
1470.0,Suburb,4,1.3,3.0,,7,0,359300
2146.0,Downtown,7,1.7,2.0,6.0,7,1,529200
