InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
540564,20725,LUNCH BAG RED RETROSPOT,21,2010-01-12 16:11:00,4.8,13111.0,United Kingdom
540586,21871,SAVE THE PLANET MUG,22,2011-06-19 09:12:00,3.76,13113.0,United Kingdom
537642,37410,TWO DOOR CURTAIN,9,2011-06-21 17:09:00,23.71,12616.0,United Kingdom
537516,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2010-09-27 16:57:00,2.36,12601.0,Netherlands
541991,47566,PARTY BUNTING,3,2011-10-18 11:38:00,2.94,13353.0,United Kingdom
536563,20727,LUNCH BAG BLACK SKULL,3,2011-09-11 10:55:00,1.78,12439.0,United Kingdom
541655,22383,LUNCH BAG SUKI DESIGN,4,2011-07-24 17:46:00,2.75,13299.0,United Kingdom
540606,21232,STRAWBERRY CERAMIC TRINKET BOX,9,2011-08-25 16:33:00,1.56,13114.0,United Kingdom
541446,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-09-23 16:45:00,1.23,13258.0,United Kingdom
537357,22803,PINK SPOTTY CUP,18,2010-08-22 19:24:00,3.85,12572.0,  United Kingdom  
538316,20725,LUNCH BAG RED RETROSPOT,4,2011-04-14 10:29:00,1.87,12743.0,Spain
540772,37410,TWO DOOR CURTAIN,6,2011-12-06 13:44:00,22.21,13143.0,United Kingdom
539325,37410,TWO DOOR CURTAIN,4,2011-03-16 15:57:00,14.15,12902.0,United Kingdom
542081,22803,PINK SPOTTY CUP,5,2011-08-01 12:31:00,2.12,13371.0,EIRE
539480,47566,PARTY BUNTING,13,2011-07-09 18:35:00,11.93,12935.0,United Kingdom
541475,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-07-16 15:49:00,1.31,13264.0,United Kingdom
539998,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-10-05 12:53:00,2.42,13027.0,Australia
540662,37410,TWO DOOR CURTAIN,6,2011-08-03 14:20:00,16.12,13123.0,United Kingdom
540019,47566,PARTY BUNTING,9,2011-09-29 18:50:00,2.56,13031.0,United Kingdom
541742,21871,SAVE THE PLANET MUG,9,2011-03-08 15:41:00,1.85,13315.0,United Kingdom
540283,22423,REGENCY CAKESTAND 3 TIER,7,2011-07-22 13:19:00,17.33,13077.0,United Kingdom
539403,20725,LUNCH BAG RED RETROSPOT,6,2011-06-27 16:00:00,1.34,12921.0,United Kingdom
541699,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-06-03 14:07:00,2.38,13308.0,United Kingdom
540681,22423,REGENCY CAKESTAND 3 TIER,4,2011-08-04 09:54:00,4.83,13129.0,United Kingdom
542604,47566,PARTY BUNTING,8,2011-08-22 16:03:00,4.11,13472.0,United Kingdom
539158,37410,TWO DOOR CURTAIN,7,2011-11-15 10:47:00,22.22,12880.0,United Kingdom
541228,21232,STRAWBERRY CERAMIC TRINKET BOX,5,2011-10-23 12:03:00,2.1,13219.0,United Kingdom
540306,37410,TWO DOOR CURTAIN,9,2011-10-04 18:18:00,6.65,,United Kingdom
542468,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2011-10-09 17:08:00,2.35,13450.0,United Kingdom
542851,21871,SAVE THE PLANET MUG,4,2010-12-18 16:06:00,3.33,13510.0,United Kingdom
537451,22086,PAPER CHAIN KIT 50'S CHRISTMAS,9,2011-08-22 14:30:00,2.79,12588.0,United Kingdom
539316,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-04-14 12:24:00,2.46,12901.0,United Kingdom
542434,22423,REGENCY CAKESTAND 3 TIER,15,2011-06-22 10:38:00,17.09,13446.0,United Kingdom
C538465,21871,SAVE THE PLANET MUG,-18,2011-02-22 13:20:00,3.92,12767.0,Germany
537850,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-06-25 10:57:00,3.62,12645.0,United Kingdom
536280,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2010-08-29 17:40:00,3.52,12397.0,United Kingdom
542586,20725,LUNCH BAG RED RETROSPOT,5,2011-10-20 17:30:00,2.24,13469.0,United Kingdom
537486,20727,LUNCH BAG BLACK SKULL,10,2011-04-29 08:39:00,1.28,12594.0,United Kingdom
539014,21871,SAVE THE PLANET MUG,9,2011-07-12 12:49:00,3.7,12856.0,Portugal
538624,22383,LUNCH BAG SUKI DESIGN,13,2011-10-15 16:50:00,2.14,12789.0,United Kingdom
536194,84406B,CREAM CUPID HEARTS COAT HANGER,14,2011-09-06 17:19:00,2.63,12382.0,United Kingdom
541227,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-12-03 15:15:00,9.13,13219.0,United Kingdom
538937,22803,PINK SPOTTY CUP,3,2011-07-11 12:24:00,1.03,12835.0,  United Kingdom  
C538600,22803,PINK SPOTTY CUP,-2,2011-07-13 15:20:00,1.29,12783.0,United Kingdom
539058,37410,TWO DOOR CURTAIN,8,2011-08-27 10:50:00,12.93,12862.0,  United Kingdom  
540216,84406B,CREAM CUPID HEARTS COAT HANGER,13,2011-05-18 15:20:00,2.82,13070.0,United Kingdom
539662,22383,LUNCH BAG SUKI DESIGN,12,2011-05-13 18:15:00,1.4,12973.0,United Kingdom
539245,84406B,CREAM CUPID HEARTS COAT HANGER,12,2011-09-30 13:58:00,2.32,12893.0,United Kingdom
541677,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-07-15 10:43:00,1.9,13305.0,Germany
536655,20725,,4,2011-08-07 18:16:00,1.49,12459.0,Germany
539040,37410,TWO DOOR CURTAIN,3,2011-09-18 16:15:00,13.82,12859.0,United Kingdom
536363,22752,SET 7 BABUSHKA NESTING BOXES,8,2011-09-09 11:17:00,22.99,12414.0,Spain
541361,47566,PARTY BUNTING,5,2011-12-05 10:55:00,5.33,13244.0,United Kingdom
538636,22383,LUNCH BAG SUKI DESIGN,9,2011-08-06 08:41:00,1.42,12790.0,United Kingdom
538314,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-07-19 17:09:00,1.97,12743.0,  Spain  
539312,22383,LUNCH BAG SUKI DESIGN,4,2011-09-25 09:10:00,1.28,12901.0,United Kingdom
538610,71053,WHITE METAL LANTERN,11,2011-07-07 09:11:00,4.12,12787.0,United Kingdom
536849,47566,PARTY BUNTING,8,2011-10-14 17:11:00,2.43,12487.0,Germany
538246,22086,PAPER CHAIN KIT 50'S CHRISTMAS,11,2011-08-27 11:07:00,2.44,12734.0,United Kingdom
537862,37410,TWO DOOR CURTAIN,4,2011-07-26 18:47:00,21.73,12647.0,United Kingdom
543009,20727,LUNCH BAG BLACK SKULL,4,2011-08-05 16:41:00,1.65,13541.0,Australia
538619,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-12-09 17:47:00,3.09,12789.0,United Kingdom
542098,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2010-11-28 14:03:00,1.29,13377.0,United Kingdom
539678,20725,LUNCH BAG RED RETROSPOT,18,2011-09-14 17:15:00,1.96,12978.0,  United Kingdom  
537566,20727,LUNCH BAG BLACK SKULL,5,2011-05-21 12:28:00,1.47,12609.0,United Kingdom
541592,22632,HAND WARMER RED POLKA DOT,7,2011-03-17 12:06:00,2.23,13285.0,United Kingdom
536756,22632,HAND WARMER RED POLKA DOT,8,2011-05-15 13:06:00,1.15,12475.0,United Kingdom
539750,22633,HAND WARMER UNION JACK,5,2010-08-21 09:34:00,0.52,12987.0,United Kingdom
539423,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2011-02-15 19:28:00,0.8,12925.0,Netherlands
542643,20725,LUNCH BAG RED RETROSPOT,6,2011-04-14 17:57:00,1.3,13483.0,United Kingdom
538649,22632,HAND WARMER RED POLKA DOT,21,2011-11-25 08:38:00,4.67,12794.0,Australia
536390,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2011-11-08 19:08:00,1.27,12416.0,United Kingdom
542000,21871,SAVE THE PLANET MUG,2,2010-07-02 09:34:00,1.21,13354.0,United Kingdom
541073,20725,LUNCH BAG RED RETROSPOT,3,2011-03-29 12:00:00,0.83,13189.0,United Kingdom
541737,22632,HAND WARMER RED POLKA DOT,8,2011-08-31 16:05:00,1.99,13315.0,United Kingdom
540850,22752,SET 7 BABUSHKA NESTING BOXES,17,2011-05-15 18:54:00,15.17,13156.0,Australia
539066,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-11-20 11:31:00,6.41,12864.0,United Kingdom
539838,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-11-16 08:34:00,1.03,12997.0,United Kingdom
540500,22633,HAND WARMER UNION JACK,13,2011-07-18 10:58:00,3.31,13107.0,  Spain  
538499,71053,WHITE METAL LANTERN,10,2011-07-29 11:04:00,5.7,12769.0,Australia
537397,22632,HAND WARMER RED POLKA DOT,2,2011-07-25 17:10:00,0.67,12577.0,United Kingdom
540259,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2011-05-12 11:26:00,3.02,13073.0,United Kingdom
541066,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-01-20 11:08:00,1.2,13187.0,United Kingdom
542954,47566,PARTY BUNTING,8,2011-06-10 10:31:00,8.25,13530.0,United Kingdom
537423,21871,SAVE THE PLANET MUG,9,2010-12-20 13:20:00,5.92,12584.0,United Kingdom
537817,20727,LUNCH BAG BLACK SKULL,20,2010-05-22 13:01:00,4.72,12637.0,United Kingdom
538488,20727,LUNCH BAG BLACK SKULL,22,2010-11-11 11:12:00,2.31,12768.0,United Kingdom
537139,22632,HAND WARMER RED POLKA DOT,9,2011-11-20 16:44:00,3.42,12540.0,United Kingdom
540166,71053,WHITE METAL LANTERN,13,2010-04-15 10:24:00,3.53,13063.0,United Kingdom
540969,37410,TWO DOOR CURTAIN,18,2011-07-14 12:11:00,37.14,13171.0,United Kingdom
538504,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2011-02-05 08:12:00,2.7,12769.0,Australia
540101,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-09-02 09:59:00,3.54,,Portugal
538997,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-03-13 08:39:00,1.45,12854.0,United Kingdom
536519,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2011-06-30 09:54:00,7.5,12431.0,United Kingdom
536334,22633,HAND WARMER UNION JACK,7,2011-06-25 09:47:00,1.85,12407.0,  United Kingdom  
541532,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-05-05 12:11:00,4.29,13272.0,United Kingdom
539652,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-10-17 08:45:00,2.55,12973.0,United Kingdom
539648,22803,PINK SPOTTY CUP,3,2011-07-25 15:27:00,1.0,12972.0,  United Kingdom  
541926,22803,,12,2011-09-06 13:33:00,5.79,13343.0,United Kingdom
537698,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-10-17 12:12:00,1.41,12622.0,France
536210,47566,PARTY BUNTING,9,2011-08-24 17:01:00,2.64,12384.0,United Kingdom
541404,21730,GLASS STAR FROSTED T-LIGHT HOLDER,21,2011-02-07 11:39:00,12.13,13248.0,United Kingdom
539687,22086,PAPER CHAIN KIT 50'S CHRISTMAS,19,2010-10-28 12:41:00,5.93,12978.0,  United Kingdom  
537658,22632,HAND WARMER RED POLKA DOT,10,2011-07-26 09:05:00,1.69,12617.0,Netherlands
536234,84406B,CREAM CUPID HEARTS COAT HANGER,9,2011-08-03 11:59:00,2.9,12392.0,United Kingdom
539043,21232,STRAWBERRY CERAMIC TRINKET BOX,8,2011-06-08 14:38:00,1.44,12859.0,United Kingdom
540931,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-06-16 16:27:00,3.19,13165.0,Switzerland
C538914,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-22,2010-12-25 12:37:00,6.49,12830.0,United Kingdom
538721,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-08-31 10:57:00,2.09,12800.0,  United Kingdom  
542976,47566,PARTY BUNTING,13,2011-07-08 14:21:00,6.51,13534.0,United Kingdom
538292,22633,HAND WARMER UNION JACK,15,2010-06-09 08:53:00,5.09,12740.0,United Kingdom
536102,22803,PINK SPOTTY CUP,11,2011-09-14 16:05:00,2.67,12371.0,  France  
538342,22752,SET 7 BABUSHKA NESTING BOXES,5,2011-05-09 19:22:00,4.61,12748.0,Spain
540913,20727,LUNCH BAG BLACK SKULL,13,2010-12-24 12:18:00,2.34,13160.0,United Kingdom
538900,20727,LUNCH BAG BLACK SKULL,20,2011-03-03 10:17:00,2.86,12830.0,United Kingdom
536066,22803,PINK SPOTTY CUP,8,2011-11-09 18:30:00,1.44,12363.0,Australia
542761,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,2011-03-25 13:10:00,2.77,13501.0,United Kingdom
541238,21232,STRAWBERRY CERAMIC TRINKET BOX,10,2011-10-04 12:30:00,2.28,13222.0,United Kingdom
538108,22632,HAND WARMER RED POLKA DOT,5,2011-04-11 09:48:00,1.13,12703.0,Switzerland
536598,84406B,CREAM CUPID HEARTS COAT HANGER,7,2011-05-12 09:14:00,3.93,12444.0,Portugal
539796,20727,LUNCH BAG BLACK SKULL,19,2011-08-12 12:56:00,3.03,12992.0,United Kingdom
537186,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-11-01 17:26:00,3.41,12547.0,United Kingdom
540823,20725,LUNCH BAG RED RETROSPOT,6,2011-09-19 17:42:00,1.4,13153.0,United Kingdom
536483,47566,PARTY BUNTING,12,2011-08-20 08:18:00,4.03,12429.0,United Kingdom
539569,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2011-06-16 19:53:00,3.02,12953.0,United Kingdom
536974,22632,HAND WARMER RED POLKA DOT,18,2011-11-03 13:14:00,5.14,12509.0,United Kingdom
536824,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-07-11 14:42:00,2.55,12484.0,United Kingdom
538282,37410,TWO DOOR CURTAIN,8,2011-07-22 18:37:00,14.27,12740.0,United Kingdom
537595,22423,REGENCY CAKESTAND 3 TIER,7,2011-09-02 17:37:00,16.85,12613.0,Netherlands
539136,22803,PINK SPOTTY CUP,4,2011-03-31 14:26:00,0.92,12874.0,Portugal
541757,22632,HAND WARMER RED POLKA DOT,12,2011-10-21 19:00:00,5.03,13317.0,United Kingdom
541570,22632,HAND WARMER RED POLKA DOT,6,2011-11-03 09:40:00,1.44,13281.0,United Kingdom
539971,20725,LUNCH BAG RED RETROSPOT,3,2011-09-01 12:21:00,0.71,13023.0,France
538156,47566,PARTY BUNTING,3,2011-08-31 09:48:00,2.17,12713.0,United Kingdom
C539165,22803,PINK SPOTTY CUP,-15,2011-06-07 18:28:00,2.2,12880.0,United Kingdom
541584,84406B,CREAM CUPID HEARTS COAT HANGER,7,2011-10-07 09:16:00,4.72,13285.0,United Kingdom
540509,20727,LUNCH BAG BLACK SKULL,12,2011-11-23 10:24:00,3.97,13108.0,Switzerland
536302,71053,,3,2011-03-31 10:12:00,2.65,12403.0,United Kingdom
540990,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-03-27 15:46:00,1.56,13172.0,  United Kingdom  
540066,22633,HAND WARMER UNION JACK,5,2011-05-27 18:33:00,1.17,,United Kingdom
536005,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-11-19 09:27:00,0.93,12348.0,United Kingdom
541910,22423,REGENCY CAKESTAND 3 TIER,1,2010-11-18 18:10:00,3.31,13342.0,  United Kingdom  
536265,20727,LUNCH BAG BLACK SKULL,8,2011-09-27 09:33:00,1.53,12396.0,United Kingdom
539664,47566,PARTY BUNTING,11,2011-01-08 11:47:00,6.99,12973.0,United Kingdom
542951,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2011-09-14 14:10:00,3.55,13530.0,United Kingdom
538726,22383,LUNCH BAG SUKI DESIGN,11,2011-10-04 18:01:00,3.1,12801.0,EIRE
539291,22632,HAND WARMER RED POLKA DOT,2,2011-11-27 14:47:00,1.02,12899.0,United Kingdom
536145,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2011-07-23 15:10:00,2.6,12374.0,United Kingdom
539074,21232,STRAWBERRY CERAMIC TRINKET BOX,22,2011-05-04 16:07:00,3.43,12864.0,United Kingdom
542953,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2011-10-14 14:49:00,2.7,13530.0,United Kingdom
539275,22383,LUNCH BAG SUKI DESIGN,5,2011-01-30 15:19:00,1.74,12897.0,United Kingdom
537157,22633,HAND WARMER UNION JACK,6,2011-05-11 19:41:00,1.58,12541.0,United Kingdom
542203,20727,LUNCH BAG BLACK SKULL,6,2011-09-23 08:55:00,2.52,13397.0,United Kingdom
542475,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2010-09-11 13:49:00,1.14,13451.0,United Kingdom
536213,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-03-18 14:41:00,0.83,12386.0,United Kingdom
542708,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-10-03 15:01:00,2.85,13496.0,  Germany  
540868,84029E,RED WOOLLY HOTTIE WHITE HEART,21,2010-04-19 12:27:00,7.49,13156.0,Australia
539703,37410,TWO DOOR CURTAIN,5,2011-08-30 14:27:00,12.95,12979.0,United Kingdom
542076,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2010-12-12 09:48:00,1.46,13369.0,United Kingdom
536308,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-10-07 11:30:00,3.56,12404.0,United Kingdom
536933,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2011-10-24 18:10:00,3.63,12500.0,United Kingdom
539199,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,2011-10-18 10:55:00,4.25,12884.0,United Kingdom
539943,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2011-09-06 19:33:00,0.91,13017.0,United Kingdom
540872,20727,LUNCH BAG BLACK SKULL,16,2011-11-22 08:02:00,3.42,13157.0,  United Kingdom  
542528,37410,TWO DOOR CURTAIN,1,2011-11-17 13:52:00,2.79,13459.0,United Kingdom
540585,22632,HAND WARMER RED POLKA DOT,15,2011-08-07 13:28:00,2.29,13113.0,United Kingdom
541659,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2011-03-03 09:54:00,2.02,13299.0,United Kingdom
540287,37410,TWO DOOR CURTAIN,13,2011-07-28 13:37:00,23.62,13077.0,United Kingdom
542904,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,2011-11-26 09:15:00,2.58,13524.0,United Kingdom
537364,22633,HAND WARMER UNION JACK,7,2011-07-01 11:30:00,1.84,12573.0,  Spain  
536471,20725,LUNCH BAG RED RETROSPOT,8,2011-03-30 08:42:00,0.64,12427.0,United Kingdom
538568,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-08-01 18:22:00,3.81,12780.0,United Kingdom
538738,47566,PARTY BUNTING,4,2011-05-23 10:40:00,4.13,12803.0,  Spain  
538707,22752,,6,2011-10-27 08:02:00,11.26,12799.0,United Kingdom
538115,22632,HAND WARMER RED POLKA DOT,3,2011-02-26 11:07:00,1.28,12704.0,United Kingdom
537934,22383,LUNCH BAG SUKI DESIGN,10,2011-10-03 15:14:00,1.0,12660.0,  United Kingdom  
537235,22803,PINK SPOTTY CUP,7,2011-07-26 08:00:00,3.38,12552.0,Australia
538189,20725,LUNCH BAG RED RETROSPOT,10,2011-10-22 17:40:00,2.84,12720.0,United Kingdom
C541457,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-9,2011-07-22 16:07:00,2.76,13262.0,United Kingdom
541176,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2011-07-10 08:59:00,4.74,13210.0,United Kingdom
539661,22803,PINK SPOTTY CUP,13,2011-06-29 16:32:00,1.46,12973.0,United Kingdom
540443,22632,HAND WARMER RED POLKA DOT,3,2011-09-26 16:02:00,1.81,13098.0,Spain
541122,21871,SAVE THE PLANET MUG,11,2011-06-06 12:15:00,2.89,13197.0,United Kingdom
537727,71053,WHITE METAL LANTERN,13,2011-06-30 10:58:00,5.74,12627.0,United Kingdom
537462,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-04-29 12:06:00,1.78,12589.0,United Kingdom
536366,20725,LUNCH BAG RED RETROSPOT,15,2011-01-01 16:24:00,2.13,12414.0,Spain
542185,22633,HAND WARMER UNION JACK,11,2011-05-23 16:59:00,2.31,13392.0,United Kingdom
539428,22803,PINK SPOTTY CUP,4,2011-06-16 12:05:00,1.69,12927.0,EIRE
537084,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-05-09 19:39:00,3.95,12529.0,United Kingdom
540855,21232,STRAWBERRY CERAMIC TRINKET BOX,14,2011-03-01 14:05:00,3.04,13156.0,Australia
541620,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2011-09-20 19:39:00,1.25,13291.0,United Kingdom
541021,22632,HAND WARMER RED POLKA DOT,3,2011-09-05 15:35:00,1.83,13178.0,  United Kingdom  
539846,22423,REGENCY CAKESTAND 3 TIER,4,2011-09-14 16:04:00,9.77,12999.0,United Kingdom
541792,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-07-12 17:32:00,2.28,13320.0,United Kingdom
537948,20725,LUNCH BAG RED RETROSPOT,8,2011-08-28 14:44:00,1.83,12664.0,United Kingdom
537453,22423,REGENCY CAKESTAND 3 TIER,4,2011-07-09 08:50:00,13.5,12588.0,United Kingdom
536024,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2011-09-02 10:53:00,5.96,12354.0,United Kingdom
540405,37410,TWO DOOR CURTAIN,2,2011-04-27 12:51:00,8.91,13090.0,United Kingdom
536598,84029E,RED WOOLLY HOTTIE WHITE HEART,13,2011-05-12 09:14:00,4.42,12444.0,Portugal
536864,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2011-09-04 13:49:00,2.29,12491.0,Portugal
541309,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2011-07-15 08:51:00,2.95,13234.0,EIRE
542031,37410,TWO DOOR CURTAIN,14,2011-03-05 08:29:00,18.85,13361.0,United Kingdom
536915,84406B,CREAM CUPID HEARTS COAT HANGER,11,2011-09-06 15:26:00,4.71,12498.0,Germany
536344,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-04-23 18:57:00,1.24,12410.0,United Kingdom
542619,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-04-17 15:52:00,5.41,13478.0,United Kingdom
536525,47566,PARTY BUNTING,4,2011-05-31 16:41:00,3.0,12432.0,United Kingdom
542000,22752,SET 7 BABUSHKA NESTING BOXES,5,2010-07-02 09:34:00,3.19,13354.0,United Kingdom
536181,20725,LUNCH BAG RED RETROSPOT,10,2011-09-24 15:29:00,2.77,12381.0,Australia
537039,20727,LUNCH BAG BLACK SKULL,12,2011-10-07 14:34:00,1.84,12520.0,United Kingdom
541888,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2010-12-16 09:50:00,1.94,13336.0,Germany
542234,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2011-10-18 17:06:00,1.69,13400.0,Netherlands
537499,37410,TWO DOOR CURTAIN,4,2011-11-05 09:05:00,4.51,12598.0,United Kingdom
538515,22086,PAPER CHAIN KIT 50'S CHRISTMAS,16,2011-08-17 17:57:00,8.87,12769.0,Australia
540792,22632,HAND WARMER RED POLKA DOT,9,2011-02-18 16:38:00,1.3,13147.0,United Kingdom
542304,22086,PAPER CHAIN KIT 50'S CHRISTMAS,18,2010-10-31 13:40:00,4.34,13414.0,United Kingdom
540387,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-03-04 15:33:00,8.26,13089.0,United Kingdom
540358,37410,TWO DOOR CURTAIN,20,2011-08-27 09:52:00,30.44,13086.0,United Kingdom
538588,21871,SAVE THE PLANET MUG,12,2011-09-21 10:37:00,2.4,12782.0,United Kingdom
539683,47566,PARTY BUNTING,14,2011-06-10 18:41:00,15.04,12978.0,United Kingdom
536476,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2010-08-19 16:15:00,1.04,12428.0,United Kingdom
541425,21871,SAVE THE PLANET MUG,8,2011-07-26 19:19:00,2.35,13253.0,Spain
541337,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2011-09-20 12:28:00,2.36,13239.0,Portugal
542172,22633,HAND WARMER UNION JACK,4,2011-09-23 11:04:00,1.32,13391.0,Spain
541750,71053,WHITE METAL LANTERN,10,2011-01-25 13:51:00,2.14,13316.0,United Kingdom
541014,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-01-17 19:02:00,2.05,13176.0,  United Kingdom  
537535,22633,HAND WARMER UNION JACK,10,2011-04-05 10:18:00,2.96,12604.0,  United Kingdom  
539132,22632,HAND WARMER RED POLKA DOT,10,2011-07-20 18:15:00,1.42,12871.0,United Kingdom
541418,21232,STRAWBERRY CERAMIC TRINKET BOX,9,2011-07-11 08:26:00,3.0,13253.0,Spain
538650,22086,PAPER CHAIN KIT 50'S CHRISTMAS,11,2011-11-19 08:18:00,3.84,12794.0,Australia
C538470,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-9,2010-05-03 11:40:00,10.41,12767.0,Germany
542802,22423,REGENCY CAKESTAND 3 TIER,21,2010-01-09 14:50:00,19.78,13503.0,United Kingdom
539463,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-08-20 14:19:00,2.21,12932.0,United Kingdom
542938,71053,WHITE METAL LANTERN,4,2011-04-05 16:20:00,4.25,13528.0,Switzerland
536417,22803,PINK SPOTTY CUP,16,2011-09-06 18:29:00,5.69,12420.0,United Kingdom
537256,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-21 15:44:00,2.05,12555.0,  France  
538986,22383,LUNCH BAG SUKI DESIGN,7,2011-01-12 12:18:00,1.28,12850.0,United Kingdom
541173,71053,WHITE METAL LANTERN,7,2011-07-11 10:12:00,5.98,13210.0,United Kingdom
539425,22752,SET 7 BABUSHKA NESTING BOXES,7,2011-05-10 17:00:00,5.14,12926.0,United Kingdom
542537,22752,SET 7 BABUSHKA NESTING BOXES,11,2011-04-23 16:02:00,14.39,13461.0,United Kingdom
541505,37410,TWO DOOR CURTAIN,6,2011-11-04 10:39:00,4.54,13269.0,United Kingdom
539345,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-09-08 16:55:00,3.32,12906.0,Australia
540928,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-09-10 10:06:00,2.64,13165.0,Switzerland
541748,37410,TWO DOOR CURTAIN,5,2011-05-24 10:32:00,10.77,13316.0,United Kingdom
542171,22752,SET 7 BABUSHKA NESTING BOXES,14,2010-07-13 13:37:00,23.97,13390.0,United Kingdom
538646,22632,HAND WARMER RED POLKA DOT,4,2011-02-25 15:14:00,1.52,12793.0,Belgium
539008,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2011-05-16 08:22:00,4.29,12855.0,United Kingdom
539637,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-06-24 17:19:00,2.74,12967.0,United Kingdom
542295,21232,STRAWBERRY CERAMIC TRINKET BOX,14,2011-09-08 12:55:00,4.39,13414.0,United Kingdom
540416,20725,LUNCH BAG RED RETROSPOT,8,2011-03-19 09:19:00,0.99,13092.0,Spain
536010,37410,TWO DOOR CURTAIN,8,2011-07-23 17:56:00,16.47,12350.0,  United Kingdom  
542337,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2011-06-30 10:03:00,1.34,13423.0,United Kingdom
539237,21871,SAVE THE PLANET MUG,2,2010-07-20 15:47:00,1.14,12891.0,United Kingdom
540156,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2011-07-05 10:02:00,4.42,13063.0,United Kingdom
