name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Skoda Octavia 2019,2019,183792.0,111338,Diesel,Dealer,Manual,Third,10.16,2385,51.1,24Nm,7
Maruti Dzire 2013,2013,150000.0,78847,Petrol,Dealer,Automatic,Third,10.51,1447,130.52,23Nm,7
Skoda Kushaq 2015,2015,150000.0,88562,Petrol,Dealer,Manual,First,23.5,2236,123.59,31Nm,4
Hyundai Creta 2016,2016,150000.0,48609,LPG,Dealer,Manual,Fourth,21.55,1564,92.04,30Nm,5
Hyundai Verna 2012,2012,150000.0,60174,LPG,Dealer,Automatic,First,17.38,1526,170.72,59Nm,5
Renault Kwid 2022,2022,261796.0,74494,Petrol,Individual,Manual,Fourth,16.62,1445,83.67,22Nm,7
Hyundai i20 2021,2021,150000.0,105360,CNG,Dealer,Automatic,First,23.99,2017,136.4,37Nm,4
Mahindra Thar 2018,2018,171778.0,85319,Petrol,Dealer,Automatic,Fourth,21.78,1891,120.22,20Nm,5
Renault Duster 2019,2019,939779.0,25886,Electric,Individual,Automatic,Third,24.96,2394,134.12,43Nm,5
Volkswagen Polo 2013,2013,150000.0,70245,CNG,Dealer,Manual,Second,14.48,2133,100.71,26Nm,4
Honda Amaze 2013,2013,150000.0,92941,LPG,Dealer,Manual,Second,18.89,1071,113.6,24Nm,4
Volkswagen Taigun 2016,2016,607218.0,75494,Electric,Dealer,Automatic,First,20.82,1073,102.72,33Nm,5
Volkswagen Polo 2022,2022,434605.0,80328,Diesel,Dealer,Manual,First,10.29,1073,167.93,59Nm,7
Maruti Baleno 2023,2023,336022.0,95037,Diesel,Dealer,Manual,Second,11.46,2293,129.46,73Nm,4
Skoda Rapid 2013,2013,150000.0,24965,LPG,Dealer,Manual,First,24.73,1413,138.19,40Nm,5
Hyundai Creta 2017,2017,150000.0,119632,Diesel,Dealer,Manual,Second,21.36,1685,71.85,43Nm,4
Volkswagen Vento 2019,2019,943376.0,41934,Electric,Dealer,Manual,Second,12.37,1202,164.35,25Nm,7
Maruti Swift 2014,2014,816850.0,21683,Electric,Individual,Automatic,Fourth,12.15,2418,85.22,48Nm,5
